timestamp,OPEN_UNICORN_HORNS,HIGH_UNICORN_HORNS,LOW_UNICORN_HORNS,CLOSE_UNICORN_HORNS,VOLUME_UNICORN_HORNS,,OPEN_ELVEN_WINE,HIGH_ELVEN_WINE,LOW_ELVEN_WINE,CLOSE_ELVEN_WINE,VOLUME_ELVEN_WINE,,OPEN_VAMPIRE_BLOOD,HIGH_VAMPIRE_BLOOD,LOW_VAMPIRE_BLOOD,CLOSE_VAMPIRE_BLOOD,VOL_VAMPIRE_BLOOD,,OPEN_PHOENIX_FEATHERS,HIGH_PHOENIX_FEATHERS,LOW_PHOENIX_FEATHERS,CLOSE_PHOENIX_FEATHERS,VOL_PHOENIX_FEATHERS,,AJOY,ARAVIND,KEVIN,LAKSHMAN,SASTIKAA,SHASHWAT
502,4995.675577,4996.696583,4993.560205,4996.568926,3531,,131.9054319,132.1095602,129.7302231,129.9708134,1138.19365,,365.5009557,365.5009557,364.4404456,364.4404456,568,,205.0811761,206.5297225,204.6073491,206.51453,742,,1,1,0,0,0,0
503,4996.568926,4997.530214,4990.906236,4991.828437,8271,,129.9708134,130.0031683,129.5889238,129.8074044,1073.650704,,364.4404456,371.0766794,364.4404456,371.0766794,731,,206.7275874,207.3817939,204.271885,204.2919521,158,,0,0,1,0,0,0
504,4991.828437,5002.397026,4989.420661,5001.322624,1422,,129.8074044,130.1960665,129.6655514,130.072809,1058.817463,,371.0766794,371.7527078,371.0766794,371.7527078,370,,203.9464153,205.8632194,203.5450437,205.6585358,618,,0,0,0,1,0,0
505,5001.322624,5003.217234,5000.845548,5003.034868,3134,,130.072809,130.2212662,129.3666062,129.4504457,7186.989046,,371.7527078,377.3711229,371.7527078,377.3711229,983,,205.9464865,206.465785,204.8522425,205.0617872,770,,0,0,0,0,1,-1
506,5003.034868,5004.194953,4991.929524,4993.383416,6716,,129.4504457,129.582078,129.388621,129.5509149,5468.076257,,377.3711229,377.5992905,377.3711229,377.5992905,784,,205.7781745,206.4323238,205.6093316,206.403064,654,,0,0,0,0,-1,0
507,4993.383416,5010.507628,4992.198916,5009.263057,9363,,129.5509149,131.645039,129.3833915,131.6298262,988.4822667,,377.5992905,378.6797584,377.5992905,378.6797584,852,,206.0786045,206.1264094,205.7558382,205.9280097,278,,0,0,0,0,0,0
508,5009.263057,5011.174846,5001.431143,5002.398072,2498,,131.6298262,131.875709,131.3572195,131.4503556,1018.695085,,378.6797584,378.6797584,378.1600819,378.1600819,478,,205.6635932,206.6619877,205.601332,206.5354527,103,,0,0,0,0,0,0
509,5002.398072,5003.451204,4989.701392,4990.307188,9792,,131.4503556,131.818737,131.334328,131.6692905,5213.861126,,378.1600819,378.9459968,378.1600819,378.9459968,447,,206.2044782,206.4725148,205.3907643,205.6728501,308,,0,0,0,1,0,0
510,4990.307188,4999.045524,4990.201656,4997.580956,2519,,131.6692905,134.3970767,131.5769296,134.2485377,1172.237089,,378.9459968,378.9459968,377.9181344,377.9181344,388,,204.612447,206.7312655,204.5189121,206.6175654,330,,0,0,0,0,0,1
511,4997.580956,5004.519772,4996.39792,5002.709498,2809,,134.2485377,134.364871,133.4904619,133.5870188,5425.378165,,377.9181344,378.0200607,377.9181344,378.0200607,476,,206.8832042,207.0078877,203.8483069,204.172021,881,,0,0,0,0,0,0
512,5002.709498,5004.554015,5002.314863,5003.36361,3463,,133.5870188,133.8381465,131.6805135,131.6886474,931.3770154,,378.0200607,378.0200607,376.981562,376.981562,855,,203.8227615,204.4392784,202.4581831,202.707729,918,,0,0,0,0,0,0
513,5003.36361,5007.129388,5003.260048,5007.12308,7223,,131.6886474,131.9781488,131.4372305,131.7445595,979.0985903,,376.981562,376.981562,376.5375362,376.5375362,407,,201.7973278,202.7181615,201.7504411,202.0748085,101,,-1,-1,0,0,0,0
514,5007.12308,5008.064009,4998.08797,4998.777704,1322,,131.7445595,131.9586942,131.2870429,131.4070653,1038.58552,,376.5375362,376.5375362,367.326296,367.326296,235,,202.8707416,203.2025552,202.1956721,202.2321234,751,,0,0,0,0,0,0
515,4998.777704,5000.011483,4993.599466,4995.290197,4809,,131.4070653,131.5092163,131.0441586,131.2187525,1031.215625,,367.326296,367.6473824,367.326296,367.6473824,823,,201.9128946,203.7491887,201.8381353,203.6537019,226,,0,0,0,0,0,0
516,4995.290197,5007.798145,4992.939476,5006.3425,6442,,131.2187525,131.3690328,130.8294437,130.8572188,1117.461135,,367.6473824,367.9898343,367.6473824,367.9898343,566,,203.447519,203.5541828,202.9960525,203.0748233,583,,0,0,0,0,0,0
517,5006.3425,5008.285832,5002.618329,5004.614052,4714,,130.8572188,131.5820337,130.8410919,131.4734752,994.5525536,,367.9898343,369.0897825,367.9898343,369.0897825,393,,202.6500245,204.628153,202.5187051,204.3190281,158,,0,0,0,0,0,0
518,5004.614052,5005.325553,5003.218536,5003.405363,3505,,131.4734752,131.6410358,131.2889233,131.5043353,1069.775327,,369.0897825,369.4985294,369.0897825,369.4985294,588,,204.4972865,205.5721113,204.3951765,205.2313186,565,,0,0,0,0,0,0
519,5003.405363,5003.689956,4994.344809,4996.377152,3722,,131.5043353,131.5319412,131.1056337,131.2502175,912.559673,,369.4985294,370.1514763,369.4985294,370.1514763,994,,205.163387,207.4843835,204.8567953,207.230012,338,,0,0,0,0,0,0
520,4996.377152,5003.602698,4994.382372,5002.046182,2146,,131.2502175,131.6433944,131.0027043,131.6162503,989.7884727,,370.1514763,370.1514763,369.2220818,369.2220818,832,,207.2873463,207.2974369,205.9308317,206.0329539,127,,0,0,0,0,0,0
521,5002.046182,5008.104891,5001.249823,5006.226831,6326,,131.6162503,131.8276945,131.0291217,131.0872494,1156.958112,,369.2220818,369.9946312,369.2220818,369.9946312,587,,206.0632409,207.6204739,205.719952,207.524146,258,,0,0,0,0,0,0
522,5006.226831,5009.068054,5004.68219,5006.707233,6807,,131.0872494,131.3681954,130.8478922,131.1099029,1008.416479,,369.9946312,370.4907577,369.9946312,370.4907577,327,,208.3343749,208.6398295,206.6549996,206.8995015,639,,1,1,0,0,0,0
523,5006.707233,5008.180017,4988.294973,4989.724039,10375,,131.1099029,131.6377675,130.9312433,131.474629,5317.68731,,370.4907577,378.39917,370.4907577,378.39917,898,,206.5127757,206.6774378,205.4845053,206.0085914,553,,1,1,0,0,0,0
524,4989.724039,4997.666004,4989.118842,4996.506672,3593,,131.474629,133.3640823,131.2643789,133.2418573,947.1792967,,378.39917,387.0235038,378.39917,387.0235038,246,,206.0335455,206.2712125,205.6397371,205.8570817,740,,0,0,0,0,0,0
525,4996.506672,5008.084361,4994.891888,5006.305241,6405,,133.2418573,133.78259,133.0493413,133.6911269,962.3579338,,387.0235038,387.0235038,386.6856459,386.6856459,263,,206.0405661,206.7866967,206.0391274,206.3761204,137,,0,0,0,0,0,0
526,5006.305241,5008.568703,5000.391324,5001.350492,1450,,133.6911269,133.9710483,133.463292,133.9197095,1132.043362,,386.6856459,387.7409274,386.6856459,387.7409274,487,,206.4674534,206.826118,204.2795344,204.6423964,686,,0,0,0,0,0,0
527,5001.350492,5002.930925,5000.392227,5002.288319,2388,,133.9197095,134.1021177,133.5331772,133.6666617,1005.450846,,387.7409274,388.527464,387.7409274,388.527464,123,,204.9281361,205.1534949,204.0004467,204.2289069,354,,0,0,0,0,0,0
528,5002.288319,5003.725158,5000.260291,5003.019703,3119,,133.6666617,134.3809315,133.6472924,134.266492,945.3324745,,388.527464,388.527464,387.5981185,387.5981185,556,,204.8040473,205.2013248,204.6288059,205.0001741,343,,0,0,0,0,0,0
529,5003.019703,5013.947796,5001.589841,5012.114467,12214,,134.266492,134.5913999,134.009431,134.3355686,888.4895695,,387.5981185,388.1084901,387.5981185,388.1084901,797,,205.3183685,205.9556476,203.5499184,203.7563311,804,,0,0,0,0,0,0
530,5012.114467,5012.908242,5002.008127,5002.668002,2768,,134.3355686,134.5433406,134.1089807,134.3797312,5815.865121,,388.1084901,388.1084901,387.8777505,387.8777505,436,,203.1719889,204.625951,202.6107162,204.3633999,371,,0,0,0,0,0,-1
531,5002.668002,5004.709787,4995.209997,4997.467696,2632,,134.3797312,136.2858409,134.1449016,136.0964713,940.7861061,,387.8777505,388.10621,387.8777505,388.10621,829,,204.3211534,204.4251863,201.3435192,201.4218652,831,,0,0,0,0,0,0
532,4997.467696,4998.151815,4988.297265,4989.701208,10398,,136.0964713,136.2159207,135.7973669,136.0218482,9702.675223,,388.10621,388.10621,387.8796488,387.8796488,262,,201.9206496,202.6337899,201.8665025,202.5919718,576,,0,0,0,0,0,1
533,4989.701208,5008.947672,4988.68151,5008.49738,8597,,136.0218482,136.0769585,134.2387674,134.4747327,1118.151307,,387.8796488,388.3477573,387.8796488,388.3477573,383,,201.8702475,202.3250734,201.3834291,201.8250121,752,,1,1,0,0,-1,0
534,5008.49738,5008.636429,5002.784857,5003.797338,3897,,134.4747327,134.5834521,134.222199,134.4079577,1044.821489,,388.3477573,395.5606469,388.3477573,395.5606469,955,,202.3520382,202.4820019,200.0617657,200.3550528,264,,0,0,0,-1,0,0
535,5003.797338,5007.63954,5003.523738,5007.365281,7465,,134.4079577,134.9369656,134.1777394,134.7868792,1287.838362,,395.5606469,395.9329711,395.5606469,395.9329711,869,,200.4776557,200.8557379,200.0455083,200.4142379,219,,0,0,-1,0,0,0
536,5007.365281,5007.724677,4999.74158,5000.211731,311,,134.7868792,135.3598908,134.5458949,135.1284534,988.4217906,,395.9329711,395.9329711,386.7144011,386.7144011,717,,200.5945804,200.7647983,200.4225736,200.433761,370,,0,0,0,0,0,0
537,5000.211731,5005.777574,4998.871112,5004.685823,4785,,135.1284534,135.1912827,134.5777386,134.6331323,1017.083409,,386.7144011,386.7144011,386.2408792,386.2408792,662,,201.2104226,201.3314843,201.0693231,201.2966662,114,,0,0,0,0,0,0
538,5004.685823,5005.909995,4989.651471,4989.722808,10377,,134.6331323,134.6581822,133.9671936,133.9735005,923.4832541,,386.2408792,386.2408792,385.9482636,385.9482636,928,,201.1135872,201.1436361,199.3281997,199.648227,879,,0,0,0,0,0,0
539,4989.722808,4996.772561,4988.306234,4994.288817,5811,,133.9735005,134.1108828,133.4136076,133.6723041,1148.691278,,385.9482636,386.4953101,385.9482636,386.4953101,979,,199.5570548,200.2544368,199.4200789,199.4857016,812,,0,0,0,0,0,0
540,4994.288817,5003.942937,4993.5723,5002.598517,2698,,133.6723041,134.3222157,133.5379011,134.2296019,963.8793849,,386.4953101,387.1181575,386.4953101,387.1181575,646,,199.0263255,199.8274885,198.7398441,199.5083782,684,,0,0,0,0,0,0
541,5002.598517,5003.586899,5000.083882,5000.638571,738,,134.2296019,134.9671005,134.2134038,134.7544338,7117.011558,,387.1181575,387.9160432,387.1181575,387.9160432,167,,199.0180479,199.1197642,198.8713278,199.0744521,911,,0,0,0,0,0,0
542,5000.638571,5001.16646,4994.236846,4994.925757,5174,,134.7544338,137.4901133,134.7404603,137.3895527,889.7024675,,387.9160432,388.1197044,387.9160432,388.1197044,205,,199.3587917,199.786865,198.8796408,199.6385268,722,,0,0,0,0,0,0
543,4994.925757,5010.21063,4993.245402,5008.724603,8824,,137.3895527,138.2919784,137.2199435,138.0553601,1044.957025,,388.1197044,388.9055865,388.1197044,388.9055865,872,,200.0884163,201.8654628,199.7538937,201.3386487,264,,0,0,0,0,0,0
544,5008.724603,5008.725271,4990.643401,4991.593597,8506,,138.0553601,138.264335,137.543565,137.5543162,901.8049931,,388.9055865,388.9055865,388.3488143,388.3488143,123,,201.5897351,201.8023434,201.0565642,201.4635821,782,,0,0,0,0,0,0
545,4991.593597,4996.919991,4989.393724,4994.993243,5106,,137.5543162,138.1818413,137.5337445,138.0778268,823.1866455,,388.3488143,388.6148362,388.3488143,388.6148362,956,,201.685496,201.9797685,201.6206631,201.6528919,525,,0,0,1,0,0,0
546,4994.993243,5007.938216,4994.193647,5007.444881,7544,,138.0778268,138.7445896,137.9106387,138.6435574,1023.601078,,388.6148362,389.4446204,388.6148362,389.4446204,346,,201.3658432,202.5778311,201.1083898,202.1946792,679,,0,0,0,0,0,0
547,5007.444881,5009.558468,5004.234763,5005.326,5425,,138.6435574,138.8714061,138.5970265,138.7927288,957.4349718,,389.4446204,389.6365722,389.4446204,389.6365722,379,,202.2724114,202.5755012,200.8304568,201.5931083,102,,0,0,0,0,0,0
548,5005.326,5012.229682,5003.925054,5011.551014,11651,,138.7927288,138.8276193,138.5024276,138.5651879,8689.052463,,389.6365722,390.0687123,389.6365722,390.0687123,806,,201.7767548,202.8423551,201.5495393,202.672582,542,,0,0,0,0,0,0
549,5011.551014,5012.768976,5000.02133,5001.521508,1621,,138.5651879,138.7301558,137.9328827,137.9371208,6950.690701,,390.0687123,390.0687123,389.694177,389.694177,178,,202.5403818,203.0101717,201.9306634,202.3446664,999,,0,0,0,0,0,0
550,5001.521508,5003.757016,4992.680951,4992.958709,7141,,137.9371208,138.1022703,135.1864913,135.3061268,969.8469815,,389.694177,389.694177,389.0434013,389.0434013,179,,202.225202,203.0846784,202.1759785,202.6374851,594,,0,0,0,0,0,0
551,4992.958709,4994.1767,4989.543258,4990.59491,9505,,135.3061268,135.47427,135.1460176,135.4146885,997.0214408,,389.0434013,389.2983135,389.0434013,389.2983135,918,,202.7793219,203.9107666,202.17362,203.6648864,524,,0,0,0,-1,0,0
552,4990.59491,5012.439121,4988.334337,5011.49494,11594,,135.4146885,136.0141761,135.2695562,135.9232959,1169.242186,,389.2983135,389.2983135,388.6686512,388.6686512,143,,204.2430721,204.4533149,202.1306179,202.6122057,163,,0,0,-1,0,0,0
553,5011.49494,5013.581987,4995.654361,4996.113117,3986,,135.9232959,136.81956,135.8737384,136.5929193,1015.031093,,388.6686512,388.6686512,380.9192625,380.9192625,720,,202.398234,202.4578684,201.6566905,201.8790843,145,,0,0,0,0,0,0
554,4996.113117,5001.23105,4994.58995,5000.533585,633,,136.5929193,137.4560128,136.5561939,137.2447317,986.4905518,,380.9192625,380.9192625,380.5731659,380.5731659,835,,201.71165,201.715846,200.3825147,200.9175943,113,,1,1,0,1,0,0
555,5000.533585,5001.655513,4998.743934,5001.133076,1233,,137.2447317,137.5413661,137.1306966,137.3965077,897.8782208,,380.5731659,389.5139032,380.5731659,389.5139032,729,,201.2436123,202.529095,200.9104274,202.427663,439,,0,0,0,0,0,0
556,5001.133076,5012.535287,5000.35466,5012.451117,12551,,137.3965077,137.6011798,137.06325,137.3040633,5355.835778,,389.5139032,389.5139032,388.830961,388.830961,110,,203.4989396,203.8081656,203.0901688,203.6680898,604,,0,0,0,0,-1,0
557,5012.451117,5013.474069,4997.121038,4999.274805,825,,137.3040633,137.400649,135.1950062,135.2506354,1057.026337,,388.830961,389.7248671,388.830961,389.7248671,502,,203.0925958,204.6224376,202.9382914,204.5455077,589,,0,0,0,0,0,0
558,4999.274805,5000.042675,4995.119461,4995.562204,4537,,135.2506354,135.645212,135.0296232,135.4663908,8425.940437,,389.7248671,389.7248671,388.7997103,388.7997103,886,,204.1345773,204.5828119,203.9462812,204.491693,937,,0,0,0,0,0,0
559,4995.562204,5011.134908,4994.6415,5011.068256,11168,,135.4663908,136.2117307,135.3448089,135.9544644,6957.371668,,388.7997103,388.7997103,387.8351985,387.8351985,185,,205.1027434,205.3158656,203.3516443,203.3651884,943,,0,0,0,0,0,0
560,5011.068256,5011.609846,4997.634245,4997.745435,2354,,135.9544644,138.7650656,135.7024918,138.6238262,1011.503108,,387.8351985,387.8351985,386.6923421,386.6923421,600,,202.9618976,203.0322839,202.4523748,202.7343318,681,,0,0,0,0,0,0
561,4997.745435,5007.154963,4997.173613,5006.509366,6609,,138.6238262,139.3369172,138.3643102,139.0782294,859.3832489,,386.6923421,387.3284704,386.6923421,387.3284704,103,,203.012895,205.3450333,202.8801558,205.256725,628,,0,0,0,0,0,0
562,5006.509366,5007.448462,4998.680178,5000.642865,742,,139.0782294,139.1895144,138.4553532,138.6080446,992.4179159,,387.3284704,387.4268519,387.3284704,387.4268519,127,,204.6746474,204.7382864,202.7665197,203.0711123,941,,0,0,0,0,0,0
563,5000.642865,5001.677121,4991.92955,4992.535645,7564,,138.6080446,138.8568935,138.4489268,138.7133423,1338.755414,,387.4268519,387.4268519,387.0531493,387.0531493,612,,203.335777,205.3956862,202.9092088,204.9447519,196,,0,0,0,0,0,0
564,4992.535645,5000.529439,4990.749372,4999.679798,420,,138.7133423,139.1565637,138.4426917,138.902376,5829.343618,,387.0531493,387.0531493,386.4341841,386.4341841,929,,204.0602845,204.1149727,203.6531757,203.972299,493,,0,0,0,0,0,0
565,4999.679798,5001.458829,4991.434558,4993.768206,6331,,138.902376,138.9124793,138.0754563,138.2487436,5646.858936,,386.4341841,386.4341841,385.432342,385.432342,179,,203.2998613,203.552629,202.9805559,203.333831,150,,0,0,0,0,0,0
566,4993.768206,4994.314475,4989.274276,4991.003537,9096,,138.2487436,138.3147402,135.3374077,135.5093178,1074.134067,,385.432342,385.7875719,385.432342,385.7875719,301,,203.1987183,203.296702,202.4179993,202.5090287,640,,0,0,0,0,0,0
567,4991.003537,4992.267059,4990.119285,4990.684571,9415,,135.5093178,135.8919285,135.4509513,135.6846164,987.2824169,,385.7875719,386.1623682,385.7875719,386.1623682,464,,202.8467529,202.9236118,202.1928418,202.6323488,871,,0,0,0,0,0,0
568,4990.684571,4994.084511,4990.4174,4991.758597,8341,,135.6846164,135.7372361,135.1857209,135.2935548,1088.110051,,386.1623682,386.1623682,385.1517873,385.1517873,298,,203.134586,203.3820275,201.7707384,202.1633095,347,,0,0,0,0,0,0
569,4991.758597,5004.683835,4990.299932,5002.682425,2782,,135.2935548,135.9650249,135.1312779,135.7872118,9465.328352,,385.1517873,385.1517873,384.0656093,384.0656093,383,,202.2536798,202.9144826,202.016503,202.7006812,884,,0,0,0,0,0,0
570,5002.682425,5002.797158,4993.723647,4993.92524,6174,,135.7872118,138.5637743,135.5331724,138.4696799,959.9513001,,384.0656093,384.0656093,383.3657662,383.3657662,144,,203.0392298,203.59568,201.1245952,201.4126084,350,,0,0,0,0,0,0
571,4993.92524,4998.030782,4993.531346,4996.47004,3629,,138.4696799,138.4812527,137.7171279,137.92236,977.5671877,,383.3657662,383.8567947,383.3657662,383.8567947,625,,201.1088251,201.1874609,200.2538085,200.7035558,168,,0,0,0,0,0,0
572,4996.47004,5014.520828,4994.963394,5014.485826,14585,,137.92236,138.1770465,137.7127805,138.1598515,8609.847481,,383.8567947,383.8567947,383.2794459,383.2794459,898,,201.5438171,201.7249113,199.0111589,199.2985764,453,,0,0,0,0,0,0
573,5014.485826,5014.789884,4997.684386,4998.597211,1502,,138.1598515,140.5181851,137.9743721,140.3423582,1200.884337,,383.2794459,383.2794459,382.8619089,382.8619089,500,,198.9968111,199.7509402,198.9870101,199.7436983,671,,0,0,0,0,0,0
574,4998.597211,5000.330838,4991.782461,4991.834929,8265,,140.3423582,140.8616733,140.1442951,140.826357,798.9794473,,382.8619089,383.2640363,382.8619089,383.2640363,493,,200.350004,201.4364048,200.198101,201.3255373,677,,0,0,0,0,0,0
575,4991.834929,5000.82674,4991.78731,5000.742255,842,,140.826357,141.0815184,140.6074404,140.6788311,988.8385603,,383.2640363,383.5094518,383.2640363,383.5094518,565,,201.5249089,202.7064018,201.1005077,202.5487409,877,,0,0,0,0,0,-1
576,5000.742255,5003.210519,4989.961636,4992.315372,7784,,140.6788311,140.8292706,140.2460786,140.4457568,1119.339877,,383.5094518,383.5094518,382.4203259,382.4203259,254,,202.4379876,202.6085078,200.2360544,200.6576128,815,,0,0,0,0,0,0
577,4992.315372,4992.421182,4991.605545,4991.618364,8481,,140.4457568,140.6693934,139.9051305,139.9158739,793.6577277,,382.4203259,382.4203259,382.2922776,382.2922776,528,,200.2979391,200.6655165,200.0332929,200.5934564,337,,0,0,0,-1,0,0
578,4991.618364,5011.997897,4989.856225,5011.534942,11634,,139.9158739,139.928548,139.3714778,139.6032205,977.7522003,,382.2922776,382.2922776,381.9503881,381.9503881,428,,201.3902582,202.455818,201.2764722,202.2685629,368,,0,0,-1,0,0,0
579,5011.534942,5011.787036,5009.215042,5009.944644,10044,,139.6032205,139.6713267,139.4316495,139.6669281,890.4331502,,381.9503881,381.9503881,373.3504816,373.3504816,192,,202.4532329,202.7731682,201.7215151,202.018641,931,,0,0,0,0,0,0
580,5009.944644,5010.811441,5007.543237,5010.52577,10625,,139.6669281,140.0481709,139.4982229,139.9055448,1113.391709,,373.3504816,373.8260756,373.3504816,373.8260756,220,,201.5361791,201.9630143,200.4109674,200.6127555,921,,0,0,1,0,0,-1
581,5010.52577,5011.800494,4984.154942,4985.56443,14535,,139.9055448,139.94031,138.995974,139.2203014,1066.129148,,373.8260756,374.591396,373.8260756,374.591396,477,,200.6222407,201.2262765,200.573367,200.7928449,288,,0,0,0,1,0,1
582,4985.56443,5014.524608,4984.588223,5014.175363,14275,,139.2203014,139.3449318,138.6623702,138.6962199,969.1764397,,374.591396,382.0323045,374.591396,382.0323045,826,,201.025003,201.3520416,199.9050129,200.2052039,495,,0,0,0,0,0,0
583,5014.175363,5014.627333,4990.616127,4992.214972,7885,,138.6962199,138.7198672,138.3126932,138.5251421,874.2670583,,382.0323045,382.0803686,382.0323045,382.0803686,668,,200.215487,201.7048495,199.6181327,201.3731021,521,,0,0,1,0,0,0
584,4992.214972,5002.621985,4991.824566,5000.28135,381,,138.5251421,139.1549462,138.2747423,139.0630552,8011.161312,,382.0803686,382.0803686,381.7426848,381.7426848,859,,200.8705745,201.6433875,200.833721,201.416541,599,,0,0,0,1,0,0
585,5000.28135,5001.920183,4996.468932,4998.209389,1890,,139.0630552,140.6744894,138.8376261,140.6437376,843.5481639,,381.7426848,388.6522412,381.7426848,388.6522412,285,,200.8896669,201.0232564,200.6363508,200.8670353,258,,0,0,0,0,0,0
586,4998.209389,5000.202114,4990.291253,4990.528437,9571,,140.6437376,140.6846905,140.1172035,140.2385976,901.4439211,,388.6522412,389.2816371,388.6522412,389.2816371,246,,201.1582462,201.2171282,201.0874787,201.1847244,899,,0,0,0,0,0,0
587,4990.528437,4991.96072,4986.630306,4988.381995,11718,,140.2385976,140.3329598,139.6651465,139.7109003,1034.023779,,389.2816371,389.2816371,388.1522007,388.1522007,939,,200.8486831,201.9111803,200.53753,201.7578535,447,,0,0,0,0,0,0
588,4988.381995,5013.185824,4987.333506,5012.190119,12290,,139.7109003,140.2770819,139.5582378,140.2758703,861.1981253,,388.1522007,388.1522007,387.2232512,387.2232512,359,,201.4498627,202.6371268,201.1401474,202.5570653,522,,0,0,0,0,0,0
589,5012.190119,5012.606797,4975.915444,4977.219737,22880,,140.2758703,140.5042063,139.852889,140.0656294,10444.14797,,387.2232512,387.2232512,386.122267,386.122267,317,,203.205469,203.4257381,202.7640767,202.9563262,425,,0,0,0,0,0,0
590,4977.219737,5001.508821,4976.049037,5001.444128,1544,,140.0656294,140.1893873,139.5947697,139.8466171,9580.23451,,386.122267,386.122267,385.4848457,385.4848457,294,,202.837346,203.5892507,202.8089483,203.2138475,106,,0,0,0,0,0,0
591,5001.444128,5004.527024,5001.290731,5002.676154,2776,,139.8466171,140.0692233,137.6326534,137.7831976,1101.248092,,385.4848457,385.5927043,385.4848457,385.5927043,283,,203.5548714,203.9645769,203.161437,203.1890762,763,,0,0,0,0,0,0
592,5002.676154,5003.732952,5001.203288,5002.029439,2129,,137.7831976,138.2144167,137.6778906,138.0155628,8002.504066,,385.5927043,385.5927043,385.0447296,385.0447296,257,,202.2477007,202.4858037,201.9313632,202.2044496,317,,0,0,0,0,0,0
593,5002.029439,5004.195697,4993.416347,4994.573248,5526,,138.0155628,139.9663223,137.7670145,139.9500015,917.2232525,,385.0447296,385.0447296,384.2211529,384.2211529,516,,203.2300747,203.2842,201.8270689,201.827334,867,,0,0,0,0,0,0
594,4994.573248,4995.692033,4981.278849,4983.095021,17004,,139.9500015,140.3696964,139.7772058,140.3099522,1017.965505,,384.2211529,385.1232819,384.2211529,385.1232819,697,,201.7282174,202.5789083,201.6404051,202.514745,843,,0,0,0,0,0,0
595,4983.095021,5001.106441,4982.343599,5000.039463,139,,140.3099522,140.42782,139.6731372,139.7816824,10316.51722,,385.1232819,385.1232819,384.1355782,384.1355782,381,,201.9625814,203.1150614,201.8904646,202.9054192,840,,0,0,0,0,0,0
596,5000.039463,5002.411484,4982.901344,4984.087068,16012,,139.7816824,139.9234784,137.108925,137.3482021,849.5193749,,384.1355782,384.9064347,384.1355782,384.9064347,461,,202.9810714,203.1619903,201.892869,202.0708225,179,,0,0,0,0,0,0
597,4984.087068,5002.375167,4984.07321,5001.358851,1458,,137.3482021,137.5956795,136.5713199,136.7859648,5218.526036,,384.9064347,385.5029821,384.9064347,385.5029821,279,,202.8976837,203.1805368,201.2604545,201.4205345,764,,0,0,0,0,0,0
598,5001.358851,5015.258046,5000.873744,5014.640878,14740,,136.7859648,136.9318563,135.302986,135.3447484,857.5056327,,385.5029821,385.5029821,384.9863234,384.9863234,812,,201.19182,201.6916194,200.5068465,200.5201106,828,,0,0,0,0,0,0
599,5014.640878,5014.894119,5000.000773,5000.782228,882,,135.3447484,135.930681,135.0744482,135.9156867,944.5448369,,384.9863234,385.0641934,384.9863234,385.0641934,935,,201.2649562,201.6118203,201.0353808,201.2308582,301,,0,0,-1,0,0,0
600,5000.782228,5011.365597,5000.660601,5009.542903,9642,,135.9156867,135.9220404,135.60031,135.6857861,8155.198523,,385.0641934,386.1486353,385.0641934,386.1486353,150,,202.4410786,202.4503726,199.3642697,200.0575118,578,,0,0,0,-1,0,1
601,5009.542903,5009.691261,4982.854751,4983.517919,16582,,135.6857861,135.8940389,133.1524573,133.2840602,1014.662189,,386.1486353,386.3607274,386.1486353,386.3607274,306,,201.0194987,202.2224292,200.8221602,202.0624461,929,,0,0,0,0,0,0
602,4983.517919,5003.39369,4981.117138,5002.634211,2734,,133.2840602,133.9784898,133.2781953,133.802751,1058.912676,,386.3607274,386.3607274,386.1811729,386.1811729,190,,201.7277608,204.0962803,201.3187949,204.024968,469,,0,0,0,0,0,0
603,5002.634211,5011.315667,5001.674499,5009.125597,9225,,133.802751,133.9690849,133.4601184,133.5349776,4208.899609,,386.1811729,386.1811729,385.8867994,385.8867994,105,,203.7300497,206.2443794,203.615468,206.0997261,314,,0,0,0,0,0,0
604,5009.125597,5011.045234,4998.14333,4998.249977,1850,,133.5349776,133.7400407,131.7207893,131.8007033,1051.036069,,385.8867994,386.8198909,385.8867994,386.8198909,910,,206.5816725,206.6901814,204.9904574,205.0699793,733,,0,0,0,-1,0,0
605,4998.249977,5000.309393,4995.00226,4995.463673,4636,,131.8007033,132.1771015,131.7934701,132.1206343,969.8747154,,386.8198909,386.9472709,386.8198909,386.9472709,305,,205.2493988,205.6322792,204.9621379,205.3279306,650,,0,0,-1,0,0,0
606,4995.463673,5009.898967,4994.22444,5008.11196,8211,,132.1206343,132.855211,132.0565588,132.6054199,7772.868452,,386.9472709,386.9472709,378.3859458,378.3859458,834,,205.308396,205.6215518,204.0606434,204.453964,268,,0,0,0,0,0,0
607,5008.11196,5009.129391,4986.519104,4988.988525,11111,,132.6054199,133.4016504,132.3838769,133.1953607,5988.92526,,378.3859458,378.3859458,377.3620878,377.3620878,699,,204.9011664,204.9562286,203.5004884,203.7868091,898,,0,0,0,0,0,0
608,4988.988525,5007.692871,4988.923912,5007.194427,7294,,133.1953607,135.392726,133.0538687,135.3741025,1019.447645,,377.3620878,377.5910878,377.3620878,377.5910878,146,,203.8868531,204.0271821,203.2627127,203.3484093,878,,0,0,0,0,0,0
609,5007.194427,5008.772375,5001.964484,5003.201242,3301,,135.3741025,135.451154,135.2554086,135.4028723,1145.922811,,377.5910878,377.5910878,377.2982742,377.2982742,857,,203.0013095,204.3708933,202.6935895,204.0441915,704,,0,0,0,0,0,0
